dec	ra	nhits	beta	lambda	lambda1	costheta	azimuth	logdEdX	Lmu	run	eventID	selector 	
-49.21484	143.19395	28	0.67196	-4.98	-4.983	0.61518	322.12899	1.707	447.5	29872 50506000001988 0
-77.16619	212.94850	39	0.59366	-4.42	-4.422	0.82481	269.31881	2.038	487.2	29892 43256000001120 0
-73.66362	185.60010	26	0.72296	-5.18	-5.176	0.72924	245.73235	1.681	532.7	29923 146133000003603 0
-36.33243	121.47128	30	0.40133	-4.40	-4.404	0.91596	3.83842	1.728	569.1	29968 78793000001122 0
-76.98221	121.52849	40	0.57828	-4.78	-4.778	0.58758	282.43725	2.208	452.4	29969 102850000001940 0
-5.57168	196.11535	30	0.51472	-4.54	-4.544	0.63833	141.58759	1.659	471.1	30017 93644000001652 0
-67.70626	7.16627	60	0.85536	-4.99	-4.990	0.60715	239.59054	2.592	459.9	30020 7040000000358 0
-14.54134	73.57168	44	0.55111	-4.42	-4.422	0.82002	44.91217	1.631	620.4	30028 29566000000569 0
-9.67482	17.06653	41	0.75256	-4.95	-4.948	0.42232	167.71426	2.488	399.9	30030 171381000006619 0
-54.21281	346.51616	34	0.88176	-5.14	-5.143	0.62148	220.59661	2.088	431.4	30030 65647000002921 0
-23.95759	74.40358	28	0.60598	-5.14	-5.144	0.26600	339.51757	1.905	380.1	30060 116791000003901 0
-5.69515	169.77288	44	0.38007	-5.13	-5.134	0.79647	94.17852	1.685	595.5	30065 115608000002768 0
-47.61525	242.05173	33	0.60292	-4.97	-4.975	0.50540	319.41482	1.743	420.8	30072 124690000004756 0
-8.11220	357.28209	29	0.60908	-4.55	-4.551	0.45715	13.19797	1.941	412.8	30073 146029000006099 0
-18.68707	253.71629	45	0.50062	-4.87	-4.872	0.78918	26.65158	1.947	557.6	30088 33275000007580 0
-2.52861	170.79597	35	0.39833	-4.40	-4.396	0.63336	135.32344	1.719	470.6	30159 120140000001557 0
-8.30055	44.28944	62	0.28576	-4.87	-4.869	0.65487	145.18157	1.900	486.1	30168 17921000000212 0
4.62313	73.56547	35	0.98680	-4.91	-4.914	0.61291	57.13772	2.584	423.7	30174 5991000000077 0
-36.87406	199.07904	33	0.70763	-5.04	-5.039	0.37826	208.46947	2.609	394.3	30205 948000000020 0
-10.12340	236.46837	36	0.41881	-4.88	-4.877	0.60312	154.55588	1.779	459.7	30206 93735000001173 0
-76.69418	353.26411	37	0.38794	-4.73	-4.734	0.78200	253.03817	2.218	535.9	30208 18870000000202 0
12.49241	10.62126	40	0.87105	-4.74	-4.741	0.56402	80.25891	2.375	444.3	30209 738000000008 0
-18.51524	344.28311	35	0.52301	-4.81	-4.807	0.86771	46.46403	1.755	518.8	30224 44808000000421 0
-7.07704	50.92364	41	0.84932	-5.18	-5.181	0.43916	13.53219	2.223	407.0	30225 114372000001278 0
-47.28022	299.13737	25	0.48577	-4.61	-4.614	0.76856	331.19184	1.688	507.3	30234 148669000001489 0
-24.32499	131.71288	70	0.27719	-4.31	-4.314	0.77971	163.26922	2.126	585.8	30236 1175000000019 0
16.65113	95.07008	24	0.73426	-4.95	-4.946	0.40980	55.64874	1.785	387.4	30236 82723000001006 0
-73.77768	225.70779	30	0.89509	-5.20	-5.200	0.65462	246.43304	1.936	476.7	30236 106980000001229 0
-75.05267	84.22257	37	0.99305	-5.20	-5.196	0.60338	286.17244	2.648	405.7	30241 171866000001877 0
21.23698	127.59685	42	0.90131	-4.83	-4.826	0.41147	104.52619	2.377	383.6	30318 66977000000783 0
-10.74998	77.50148	21	0.47187	-4.98	-4.978	0.30787	176.19895	1.685	386.6	30328 98850000001437 0
-12.64974	188.61164	43	0.24948	-5.08	-5.081	0.79464	132.12635	1.613	564.6	30343 25927000000445 0
-29.62275	33.05781	52	0.59062	-4.74	-4.736	0.96743	59.82316	1.657	587.6	30376 119517000002366 0
-48.25665	281.64311	44	0.99474	-5.13	-5.129	0.49028	218.29517	2.523	417.9	30393 34574000000519 0
-89.03116	16.76470	32	0.78435	-5.19	-5.189	0.68857	269.05296	2.480	498.3	30396 42442000000670 0
-7.37649	236.87363	59	0.39884	-4.55	-4.549	0.56453	153.20450	1.935	448.7	30407 53239000001086 0
-19.47358	69.46045	57	0.41798	-5.08	-5.082	0.62311	169.02448	2.044	474.6	30409 132125000001568 0
-8.78844	22.26597	24	0.54288	-5.06	-5.055	0.30892	2.82872	2.047	382.9	30416 159233000002025 0
-72.20301	59.71558	35	0.85206	-5.17	-5.165	0.57533	247.29914	2.183	449.7	30423 131795000008087 0
6.57284	14.92800	48	0.50608	-4.87	-4.865	0.33387	148.43326	2.183	388.5	30423 150810000008433 0
-30.90675	257.75382	49	0.58798	-5.02	-5.017	0.79210	174.95738	2.092	596.7	30440 59072000005064 0
